content;integritas;kapabilitas;empati;akseptabilitas;kontinuitas
Alasan Indonesia bisa lolos dr krisis ekonomi taun 2008 adalah karena... ... Ada Jusuf Kalla. :P;0;1;0;0;0
Perihatin ama keadaan negara sekarang semoga prof Moh Mahfud MD jadi presiden di 2014 nanti. #Aamiin;0;0;0;1;0
RT @BangSaidJempol: selamat datang Ibu Megawati Soekarno Putri di Kampanya Akbar Koalisi Rakyat Bersatu #KaReB #J3MPOL #Perubahan;0;0;0;0;0
"Semoga Presiden Tahun 2014 itu Ibu Megawati karna Bu Mega mempunyai karakter yang sama seperti ayah nya Ir. Soekarno .""";1;0;0;1;0
"Ketika ada pemimpin perempuan keturunan Soekarno ternyata dikatakan LEMBEK dan INCREDIBLE oleh rakyat Indonesia (Megawati ) @TrioMacan2000""";1;0;0;0;0
Mendukung sepenuhnya Pak PRABOWO SUBIANTO go to RI 1...;0;0;0;1;0
"Megawati ingatkan masyarakat Jawa Timur hindari politik uang: Ketua Umum DPP PDI Perjuangan Megawati Soekarno... http://t.co/zJcfONad2V""";0;1;0;0;0
"RT @ramdani_191: Jokowi payah. gelar konser aja bisa diGBK giliran gelar pertandingan Persija VS Persib ga bisa !! #ToT""";1;0;0;0;0
Dicintai Rakyat Modal Besar buat Jokowi menjadi Presiden RI 2014 mendatang http://t.co/IkDiS5zWnD;1;0;0;0;0
"VIDEO: Jokowi Marah Damprat Wartawan di Balaikota ??? http://t.co/2jjfoSIiAA ??? @jokowi_do2 @basuki_btp @SBYudhoyono @Metro_TV@rieke_diah""";1;0;0;0;0
"Semakin hari Hatta Rajasa semakin tidak jujur. ""@UdelJogya: Percaya Amin Rais. ""@nazarsjamsuddin: Hatta Rajasa bilang ekonomi RI berkembang""";1;0;0;0;0
ternyata pak wiranto pandai melawak;1;0;0;0;0
 Hahaha...ada yg bilang Dahlan Iskan jujur apa adanya...meh;1;0;0;0;0
"Sak Karepmu SBY si Aburizal Bakrie mau jadi President.suruh urus sono Lapindo? Sidoarjo Hancur Ulahnya, Allah saja Muak liat Orang Munafik!""";1;1;0;0;0
Rektor UGM Bangga Jokowi Jadi Kandidat Kuat Capres 2014 republika.co.id/r/ms8atv;0;0;0;1;0
@Pak_JK setuju dengan alasan @mohmahfudmd u/ batal konvensi #Capres Demokrat. Yg pasti alasan Prof. Mahfud MD mundur bukan karena hal MALU.;1;0;0;0;0
"Mahfud MD tolak undangan konvensi Partai Demokrat | Hmmm pilihan bijak orang bijak #2x2=4""";0;1;0;0;0
"Putusan bijak batal ikut konvensi PD~~Mahfud MD Tidak Jadi Ikut Konversi PD PKB Senang dan Bahagia http://t.co/oGUE1CCzoT""";0;1;0;0;0
"Langkah bijak Bpk. Mahfud MD mundur dari konvensi partai demokrat sukses pak menuju RI 1""";0;1;0;0;0
RT  @nabawiadotcom: 'Jangan Pilih Wiranto-Hary Tanoe Jika Tak Hentikan Miss World'  dlvr.it/3ttl4V  |@nabawiadotcom;0;0;0;1;0
@PRFMnews presiden Prabowo dengan wakil Sutiyoso . Prabowo mempunyai ketangguhan dan ketegasan. Sutiyoso penopang untuk Prabowo;1;0;0;0;0
"falla_adinda aku terngefans sama Mahfud MD dan Pak Gita ganteng muda bersahaja""";1;0;0;0;0
"Prabowo-ARB atau ARB-Prabowo? tidak cocok :) ""@Ahok_BasukiTP Berbagai Survei menyebutkan bahwa elektabilitasnya hanya berkisar dibawah 10%";1;0;0;0;0
"RT @andikayunani: Bukti pemimpin gak amanah cuma ngejar kekuasaan @teh_tariq Bukan gak konsisten tp yg dorong2 kan masyarakat? @jokowi_do2""";1;0;0;0;0
@teh_tariq @Caleg_Bersih @andikayunani @jokowi_do2 .... seperti pohon di terpa angin. gak pnya pendirian;1;0;0;0;0
"Diikuti 30jt follower golput ""@kompasiana: PDIP Capreskan Jokowi Saya Tobat Dari Golput http://t.co/umuzPcsNSH""""""";0;0;0;0;0
Gak heran gw kalo orang udah kaya sedikit aja sombong nya kalah tuh aburizal bakrie. Hfft human..;1;0;0;0;0
 Wiranto sama hary tanoe kok ya di shoot trus. Muak;0;0;0;0;0
"#SahabatBEN Prabowo merupakan sosok yang tegas jujur tidak peragu bersih tidak korupsi dan mempunyai sikap nasionalisme yang jelas.""";1;0;0;0;0
MUI: Jangan pilih Wiranto-HT !ow.ly/oGgn6;0;0;0;1;0
"Tidak Becus Urus BUMN Dahlan Iskan Diomeli Anggota DPR: selaluonline.com/detail-18158-t?""";0;1;0;0;0
Coba klo ARB bermasalah @tvOneNews mau bersikap seperti biasanya gak ya? Paling2 yo lembek.;1;0;0;0;0
Payah LOE mentri RT@Metro_TV: Hatta Rajasa: 300 Ribu Ton Kedelai segera Digelontorkan bit.ly/13GUlSf;1;0;0;0;0
 Iklannya ARB makin lama makin munafik aja.;1;0;0;0;0
"Kalo Aburizal Bakrie ya sejarahnya ga bagus. Namanya semakin jelek setelah ada dana APBN untuk lumpur Lapindonya. Yg ada jd makin kaya bgt.""";1;0;0;0;0
"Di media inggris ARB sempat disebut calon presiden yang merupakan pengusaha yg kurang populer..""";1;0;0;0;0
"Tapi Megawati sudah kalah di 2004 dan 2009 bisa dibilang sudah jelas bahwa masyarakat menginginkan calon muda yang memiliki kapabilitas""";1;1;0;0;0
"SBYudhoyono itu sekutunya si ARB pantesan cuek sama #MissWorld2013 !parahhh presiden lembek K463bisanya curhat ama ngambek!Cuco cyn""";1;0;0;0;0
"Wong jdi mentri aja ?gk becus.. Ya nggak ya nggak..""@Beritasatu: Hatta Rajasa Peringkat Pertama Capres Versi Jajak Pendapat Nonstop";0;1;0;0;0
"tugas bapak gak becus malah main sinetron!)kapanlagicom kplg.co/zF6s Main Sinetron Dahlan Iskan Berharap Tidak Ada Komplain""";0;1;0;0;0
"Salah satu tulisan cerdas bpk. Jusuf Kalla :) -&gt; http://t.co/tlQwatIEmT";1;0;0;0;0
"Beritasatu. Mereka itu golkar semua! Surya paloh kan mantan petinggi golkar gak aneh ...""";0;0;0;0;0
"ecarlia Amin ! Jgn kayak aburizal bakrie ah harus lebih baik dari dia. haha sukses juga buat lo ya makasih ma best !""";1;0;0;0;0
"Orang Sukses itu ""Berani Berpikir Berani Bermimpi Berani Bertindak"""" - Aburizal Bakrie""";1;0;0;0;0
Gerindra=5+1=6. Tegas adil bijaksana dan berkarakter = Prabowo Subianto;1;0;0;0;0
"Sejumlah kiai se-Jawa mendukung pencapresan Mahfud MD. Mereka menilai mantan ketua MK itu jujur adil cerdas... http://t.co/hP5p5VWcWd""";1;0;0;1;0
"Sumpah gue muak liat iklan Wiranto-Hary Tanoe ini. Mosok MNC Group masih gak mau ngaku kalau dipakai sebagai alat kampanye sih?""";0;1;0;0;0
"Muak juga liat iklan wiranto-ht bekas supir gw terpaksa brenti di rcti pas rcti di ambil alih ama ht gara2 sistemnya jd outsource""";0;1;0;0;0
Kita berjuang utk gabungkan partai2 sbg mendukung. val_stevano: @Gus_Sholah Sy salut anda mendukung Mahfud MD sayang Partai pndukung blm ada;0;0;0;1;0
Wakil Rektor Unpas Bandung Nilai Dahlan Iskan Sosok Panutan http://t.co/jE6ZVZzKG1 #DahlanIskan @iskan_dahlan @mediacenterDI @shechiel;1;0;0;0;0
Siap mendukung mu pak :) RT @WorldStory_ Hatta Rajasa jadi capres PAN sudah fina;0;0;0;1;0
Salut untuk Cak @mohmahfudmd RT@kompascom: Mahfud MD Tak Ingin Jadi Penguasa http://t.co/eJJUiNqdzJ;1;1;0;0;0
tdk ada masalah bila utk kebaikan toh Pak Wiranto bekerja keras lebih maju menyiapkannya dirinyi..insyallah @Him_NK: @PROREPUBLIK WIRANTO.?;1;0;0;0;0
"prabowo subianto adlh org yg berpotensi dan jg berwibawa semoga sukses ya bapak'ku""";1;0;0;0;0
Semua partai Islam  beberapa partai Nasionalis berkoalisi dukung tokoh cendikiawan Muslim bapak Mahfud MD menjadi Presiden #Salut;0;0;0;1;0
"1.Siapa yg tk kenal sosok yang satu ini Mahfud MD.Ketika menjadi Ketua Makamah Konstitusi (MK) figurnya memikat krn tegas/ jujur/ adil.""";1;0;0;0;0
Dukung Pak Hatta Rajasa ah,,.. pasti bakal jadi capres yg berpihak dgn rakyat;0;0;1;1;0
"Tak hanya para kiai se-Jawa yang berharap majunya Mahfud MD sebagai calon presiden akan berlangsung sukses http://t.co/YOninQ5ZBa""";0;0;0;1;0
Jawaban cerdas dari Pak JK :) :D  Bagaimana Jika Presiden dari Non-Islam? Ini Jawaban Jusuf Kalla #indonesia http://t.co/0Hp2JiJ5dk;0;1;0;0;0
Jawaban yg CERDAS! (Y) Bagaimana Jika Presiden dari Non-Islam? Ini Jawaban Jusuf Kalla #indonesia: http://t.co/2wgcCXkSVx;0;1;0;0;0
Jokowi termasuk yang paling mengena di hati rakyat karena dinilai bersahaja komunikatif tegas konkret dan amanah jujur;1;0;0;0;0
"16. Prabowo Subianto. Gerindra. Punya share of voice bagus di berbagai survey. Cocok ngontrol demokrsi yg kian bablas. Wait Tegas/Otoriter?""";0;1;0;0;0
AYO DUKUNG! ?  @voaislam Gerakan @AntiMiras_ID Terus Desak Jokowi- Ahok Terbitkan Perda Anti Miras http://t.co/txg9BkZTeC;0;1;0;0;1
"Harapan untuk ibu pertiwi tdk bersedih lagi dukung jokowi-ahok!!!! ( baca twit @kurawa)""";0;0;0;1;0
"Ayo dukung Jokowi Biar biar kontroversi hati dan konspirasi kemakmuran bisa teratasi. hahaha :D #jokowipresiden2014""";0;0;0;1;0
Saya dukung 100% kalau Jokowi mau ngeluarin PERDA utk mengkriminalisasi orang Jakarta yang naik atau membeli mobil pribadi. #Dukungggggg!!!!;0;0;0;1;1
RT @kompasiana: Rame-rame Dukung Jokowi yang Galau http://t.co/RWykPdOB2l;0;0;0;1;0
"Di TL byk yg ngeluh soal kinerja PLN yg buruk dikrnkan seringnya pemadaman listrik di berbagai daerah bagaimana Pak Menteri @Iskan_Dahlan?""";0;1;0;0;0
RT @asalim30: 27. Tapi setiap hari justru akun @TrioMacari2000 cs justru membidik pejabat2 jujur sperti @iskan_dahlan dan Jokowi. Mengapa?;1;0;0;0;0
"Oya?""@HerdianaRana: @imutcantika_ @Presiden2014com @NasDem @ImutCantika Liat aja Ide2 cerdas pa surya paloh untuk membangun bangsa sangat";0;1;0;0;0
@TrioMacan2000 wiranto skrg lbh pencitraan ya can;1;0;0;0;0
Emg kaya tp cmn buat para pejabat korup @cumbong: Makin hari makin amburadul. Ini y negara yg katany kaya itu @karniilyas @iskan_dahlan;1;0;0;0;0
@Prabowo08 @sidkisaputra selamat sukses dan siap kpd bpk prabowo subianto untuk maju jadi CAPRES saya bp.karna dari cikarang mendukungmu pak;0;0;0;1;0
"AUDIT BPK BUKTIKAN Inefisiensi PLN Rp375 Triliun @iskan_dahlan KORUP atau GOBLOK !  @mss_apasaja  @WJB__ @e_permadi http://t.co/xCp8YZ9BqR""";1;0;0;0;0
moh mahfud md maju jadi presiden pakwakilnya pak dahlan klo kg jusuf kalla;0;0;0;1;0
Gaya Blusukan Jokowi Jadi Panutan Caleg PKB http://t.co/NPMG0KyPK6;0;1;0;0;0
"bru tau korup?capcay lah "" @TrioMacan2000 Kita lanjutkan sedikit lagi mengenai korupsi @iskan_dahlan cs di PLN ya...yg total rugikan negara";1;0;0;0;0
Yg pasti saya ingin masy cerdas dlm menilai sosok seseorang. Dahlan Iskan itu bkn org baik. #CapresKorup;1;0;0;0;0
@SBYudhoyono @iskan_dahlan @aniesbaswedan pasangan D.I.A.N ( Dahlan Iskan-Anies Baswedan) Cerdas dan Jujur.;1;0;0;0;0
@bayuesd @emirsukma @adhityantoro mari ngene ARB Wiranto Megawati ngetwit pencitraan kabeh;1;0;0;0;0
"Megawati Soekarno Putri bagaimanapun reputasi yg terbentuk mengenai dirinya beliau tetaplah sosok wanita tegas cerdas dan berani. Langka.""";1;0;0;0;0
"Megawati jg berperan menunjukkan kapabilitas perempuan utk memimpin. Memimpin adalah jiwa dan gender bukan penghambat jiwa tsb berkembang.""";0;1;0;0;0
"Hary_Tanoe betul pak maju truzz salam sama wiranto jln terus.anda dan wiranto salah satu yg terbaik dinegeri.""";1;0;0;0;0
"RT @inayatullah_has: 7. Hatta Rajasa? | terus terang aku ragu HR serius nyalonin? #capres""";0;1;0;0;0
@sasmitaudin @Indopolitica Siapa dulu pemimpinya yang cerdas dan Giat bapak surya paloh dong Jago nya..;0;1;0;0;0
"Payah Aburizal Pimpin Partai Kayak Pimpin Perusahaan: Aburizal Bakrie lupa bahwa Partai Golkar adalah partai ... bit.ly/18QJdQF""";0;1;0;0;0
Jokowi dengan tegas menolak program pemerintah pusat soal ... http://t.co/ofhYDOfTQ4;0;1;0;0;1
andai Pak Habibie dan Pak Jusuf Kalla menjadi pasangan capres-cawapres. saya dukung 100%;0;0;0;1;0
kalau pak jokowi jadi cpres saya sangat setuju.orang nya bersaja mau berbaur sama masyarakat tegas.....;1;0;0;1;0
Jokowi-Ahok sprti tidak kehabisan program untuk Jakarta. Inilah model baru kepemimpinan : Pemimpin yg melayani dan anti birokrasi rusak.;0;1;0;0;0
2013 Cerita lama perlawanan warga saat hendak ditertibkan kembali terulang di Waduk Ria Rio. Dengan tegas menyebut Jokowi ingkar janji...;1;0;0;0;0
"Ini Peringkat Popularitas Capres di Dunia Maya: Jokowi jauh mengungguli Dahlan Iskan Megawati dan Hatta Rajasa. http://t.co/5QEQ21LSGx""";1;0;0;0;0
@auliafadhil ini baru top. saya dukung jusuf kalla (y);0;0;0;1;0
"Menurut Sosial Media Elektabilitas Aburizal Bakrie Paling Rendah brt.st/1BnM""";1;0;0;0;0
Saya sangat pro sekali dengan pendapat ketua DPR RI Bapak Marzuki Alie Mengenai Pedebatan Mobil Murah yg mnjadi... http://t.co/WvdAkEqhyc;0;0;0;0;0
@Jokowi_ID selamat pagi pak. Semangat pagi pak.;0;0;0;0;0
@Jokowi_ID selamat pagi pak.. sabar2 menghadapi warga jakarta.. beda bngt ya sm org solo  :) tetap semangat pak;0;0;0;0;0
Dahlan Iskan Ungguli 10 Peserta Konvensi - Tribun Manado http://t.co/prFBOuSo6h via @Tribun_Manado #DahlanIskan;0;1;0;0;0
"iskan_dahlan kapan ada pemimpin yang bisa merubah pola pikir bangsanya supaya bisa maju K521jujur cerdas tapi tetap bersahaja dlm berlaku.""";1;0;0;0;0
 Prabowo calon kuat Presiden 2014 pic.twitter.com/cUAG4giv96;0;0;0;0;0
@Dahlan iskan:Jawaban2 yg bersahaja tapi cerdas.salut.;0;1;0;0;0
Alhamdulillah... yang ditangkep bukan Mahfud MD. Beliau itu idola dan panutan saya soalnya... :);1;0;0;0;0
Salut sama perjalanan hidupnya dahlan iskan;1;0;0;0;0
Salut sama Mahfud MD :D;1;0;0;0;0
"Jokowi Ahok yang tidak toleran bukan warga. #JAHITAHOK BY:)MAFIATANAHABANG chirpstory.com/li/160136""";0;0;1;0;0
"Siap2 ketemu Pak Jusuf Kalla idola berat istriku :))""";1;0;0;0;0
Padahal jamannya MK dipimpin Mahfud MD rasanya berwibawa sekali.;1;0;0;0;0
"Mahfud juga payah:( RT @detikcom: Soal Akil Jimly Persoalkan Kerja Mahfud MD de.tk/Fx1uh""";0;1;0;0;0
Mahfud MD Tak Pantas Masuk Majelis Kehormatan MK?: Mahfud MD dinilai tidak pantas menjadi anggota Majelis Kehormatan MK. [...];1;0;0;0;0
Bung Hatta..JKalla..Mahfud MD..Jimly A...Martin Natalegawa...emm spa lg y??? Tnyta mang sdkit y tokoh yg jd panutan..kmh ath indonesia...;1;0;0;0;0
"Tadi pagi saat acara senam bareng pak Dahlan Iskan beliau sempat goyang caesar juga salut deh sama bapak :)""";1;0;0;0;0
"Kalau pendiri Partai Hanura paham cara memebersihkan hati: pasti dia menang karena diantara Jenderal yg sy temui pak wiranto paling sopan""";1;0;0;0;0
"perjuangan pak hatta rajasa tiada pernah berhenti demi kemajuan ekonomi Indonesia. Salut buat pak Hatta Rajasa... RT @sahabathattaHatta...""";1;1;0;0;0
Salut bgt sama pak Dahlan Iskan seorang Mentri yg mau Nonton Laga Indonesia di kelas tribun paling atas (y);1;0;0;0;0
 Riwayat Hidup Jusuf Kalla yang Bersahaja fb.me/6xhwzZ5V8;1;0;0;0;0
RT cepat tanggap dn tegas. @manado_id: Surya Paloh Pecat Caleg NasDem Yang Konsumsi Sabu http://t.co/dS0fGcPIUm  #Nasional #Manado;1;1;0;0;0
@Adhit_Android hatta rajasa sekarang mah.kemaren2 caleg DPR asal jabar....penting banget :|;0;0;0;0;0
"Andai Ibu Megawati tdk maju lagi sbgai capres 2014 ganti saja sama mbak Puan Maharani+Prananda. Jd trah pak Soekarno semakin kuat. Semoga.""";1;0;0;0;0
Ketua Umum Kadin, Aburizal Bakrie, setuju dengan kebijakan pemerintah memperpanjang penyelesaikan perpanjangan kewajiban saham (PKPS).;0;0;0;0;1
"""Surya Paloh Sang 'Diktator' Nasdem - Bag. 1"" by @PartaiSocmed http://t.co/7YynPpfiX1";1;0;0;0;0
@pipit_yellow46 @iskan_dahlan Mungkin saat itulah awal reformasi babak ke-2 dimulai. Kali ini mdh2an hasilkan pemimpin bersih dn berani!;1;0;0;0;0
"Maju dan Bersih No salah satunya  . Oleh: Dahlan Iskan Menteri BUMN http://t.co/M7n5hQnoPR""";1;0;0;0;0
"Pak @SBYudhoyono @Dipoalam49 @hatta_rajasa Dorong Proses Penegakan Hukum Korupsi 376 T di PLN oleh @iskan_dahlan cs http://t.co/3Ow4Wt2xsy""";0;1;0;0;0
"kalau Profesional Bersih dan Peduli pak? RT @detikfinance: Dahlan Iskan: Maju dan Bersih No Salah Satunya http://t.co/gTCuFD6png""";0;1;0;0;0
"Dahlan Iskan: Maju dan Bersih No Salah Satunya http://t.co/iF1jeBuIOU lewat @detikfinance""";0;1;0;0;0
pak JK cerdas juga ya.. jwb pertanyaan begini pake logika :).. atiati pk nti pejuang #toleransi nikung bapak ^.^V .. http://t.co/BRvkUlOjnU;0;1;0;0;0
"Wah ga inget kata jusuf kalla lebih cepat lebih baik bro...RT @wikearindaputri: ultahnya belum-- (cont) http://t.co/xLXxvwKMxS""";0;1;0;0;0
"Santai saja Pak @mohmahfudmd || Dituduh Pernah Terlibat Kasus Mahfud MD Tertawai Jimly http://t.co/rUUHw5tQGr lewat @liputan6dotcom""";1;0;0;0;0
Begitu rapi bus damri soetta TANPA ALAT KAMPANYE si @GWirjawan dan @iskan_dahlan lebih bersih dan enak di pandang gmana sih ni @damripusat!;0;1;0;0;0
"5. Sptnya tak adil jk Jokowi hrs mjd Jokotiiit maka lainnya DI hrs jd Dahlan Istiiit dan Mahfud MD mjd Mtiiit #iklancapres""";1;0;0;0;0
"Nonton TV Berita Satu makin tidak pantas Mahfud MD nyapres :)""";0;0;0;1;0
Kasus korupsi menyandera Golkar.Hal itu diakui Ketua DPP Partai Golkar.Sehingga menyebabkan partai pimpinan Aburizal Bakrie itu kian mlorot.;1;0;0;0;0
@jadi11 mahfud md ngurus mk aja ga becus apalagi gurus negara!!;0;1;0;0;0
"ganiayumumpuni ah elah ni no goblok gan gua diemin tpi tlp trus mungkin fans club ARB haha""";0;0;0;0;0
"Pak mahfud MD orang yg adil dn bersih cocok untuk mnjadi menteri tp kl bt jadi presiden?""";1;0;0;0;0
"Ampuh!!RT @kompascom: Putuskan Rantai Nepotisme Lelang Jabatan ala Jokowi Jawabannya http://t.co/HJfmJLRA9b http://t.co/vhBf2XmNbS""";0;1;0;0;0
"Iya burung macan dan citra amoral abis """"@badri_sunaryo: ada....lu lu smoa...@burunghantu1913 @TrioMacan2000 @Citradamayanti1 @iskan_dahlan""""""";0;0;0;0;0
@aburizalbakrie semangat pak ARB semoga menjadi presiden yang amanah dan dapat mengentaskan pengangguran dinegeri tercinta kita ini;0;1;0;0;0
"Kasus korupsi kader Golkar pengaruhi citra IcalJakarta : Badai korupsi yang melanda para elit Partai Golkar... http://t.co/cQanakPEwy""";1;0;0;0;0
"Woi woi woii... Nyntaaaaiiii...""@SeptynAde: Brengsek pln anjing dahlan iskan bangsat""";1;0;0;0;0
"Ternyata yg dibilang ical it hanya bohong --""";0;0;0;0;0
Iklan ARB yg coba kasih motivasi siswa-siswi SMK itu BODOH ya @IndraJPiliang #Batam #RoadshowARB;0;1;0;0;0
ABURIZAL BAKRIE BANGSAT!! Ojok sampe dadi presiden!;1;0;0;0;0
@iskan_dahlan malam bapak . Semoga selalu sehat dan menjadi abdi negara yang baik  . God bless you sir .;1;0;0;0;0
Ribuan Petani Antusias Sambut Dahlan Iskan di Kubang http://t.co/vDpqizfNhb;1;0;0;0;0
"ARB AR Bangsat mulai numpang tenar pasang2 spanduk dukung garuda muda.""";0;1;0;0;0
"ARB cara penyampaiannya terlihat santai  bijaksana ginilah cara merayu  mempercai rakyat tp liat hasilnya nanti aja..""";0;1;0;0;0
"Kalau Hatta Rajasa terlibat kasus korupsi maka pak @SBYudhoyono jg akan mengatakan tdk kenal dgn do'i @IndraJPiliang @fadjroeL #iyakali""";1;0;0;0;0
perkataan yang sangat arif @iskan_dahlan http://t.co/gXDVee4sSh;1;0;0;0;0
Nyelesain kasus lapindonya saja belum becus kok mau nyalon presiden - terus masalah2 indonesia mau gimana ? Bisa terselesaikan ? ARB;0;1;0;0;0
"Pilih ARB ""@DerryEXEIII: terlalu banyak partai klo mo milih capres 2014 jd bikin makin bingung terlalu bnyk angka2 dlm partai2 itu""";0;0;0;1;0
"Mantap@aditrafianto jusuf kalla berkata ""lebih cepat lebih baik"" saya tetap mendukung pak JK jadi pemimpin";0;0;0;1;0
sebodoh bodohnya orang lebih bodoh lagi orang yg milih ARB jadi presiden 2014!!!;1;0;0;0;0
"wiranto1947 mdh2n bp akan n ttp bs trus amanah istiqomah rakyat indonesia mnanti kinerja yg amanah""";1;0;0;0;0
"Jakarta Night Religious Festival pak @jokowi_do2 dan pak @basuki_btp  lebih religius ketimbang pak kumis yg ahli jkt itu #ups""";1;0;0;0;0
") @TrioMacan2000""Kalo sy tdk antusias dgn kepopuleran Dahlan Iskan krn feeling analisa karakter stiap kmunculannya srasa testimoni iklan ";1;0;0;0;0
"Tdk jujur ? ""@Beritasatu: Surya Paloh: 95% Pejabat Publik Laporkan Kekayaan Fiktif http://t.co/5clIa0HOdw"" @Surya_Paloh";1;0;0;0;0
"TrioMacan2000 sdh saatnya pemimpin tua produk orba disingkirkan. Jgn pilih sby arb wiranto prabowo dll produk orba""";1;0;0;1;0
"Berani bermimpi berani melangkah- Aburizal Bakrie""";1;0;0;0;0
"RT @Pak_JK: Kalau wanita ikut aktif dlm pembangunan Maka Indonesia seperti motor dua silinder lebih kencang melaju dan lebih reliable.""";0;1;0;0;0
"Klu jokowi cuek  ""@meinaddicted: Wiranto n Arb sosok yg ambisius jdi presiden kok jadi inget Amien Rais klo liat orang2 ambisius....#jijik""""""";1;0;0;0;0
Berani bermimpi. Berani melangkah. Berani bertindak -Aburizal Bakrie;0;1;0;0;0
"pienip 1st year pak @jokowi_do2 dan @basuki_btp sukses selalu tuk bangun jakarta yang adil dan makmur""";0;1;0;0;0
"mohmahfudmd saya jg dukung pak insyaAllah amanah.""";0;0;0;1;0
"mohmahfudmd @JHasri Kalo Koruptor gimana? Khan """"Lupa"""" pada Sumpah Jabatan dan Kedudukan sbg Amanah. Hehehem # LupaDiri #""";1;0;0;0;0
"jokowi_do2 Blusukan Ke Lenteng Agung Warga Menyambut Antusias #jokowi http://t.co/H1JZA6qrJs""";0;1;0;0;0
"ARB di tvone WINHATI di MNCTV mendominasi kaami rakyat bosan dan muak lihatx.... 10.000% TIDAK akan terpilih... Masyarakat sdh cerdas..""";0;1;0;1;0
"RT @phanphann: ""@detikcom: Program-program Jokowi Belum Memuaskan Warga http://t.co/1RxVHIiZuR via @detik_tv"" bawel dah";0;1;0;0;0
"nirzaq Alasan kenapa unda aktif di twitter karena disini tenang tapi udh banyak yg bego :/ Kemaren aja habis dirusuh anak buah Wiranto.""";0;0;0;0;0
"iskan_dahlan akunnya uda ga aktif mas dia lg banyak mencari pencitraan.. @alvinpermady: Cc ke dahlan iskan juga donk mas @pln_123""";1;0;0;0;0
"saya yakin bapak seseorang yang bijaksana adil dan bermartabat baik. semangat pak .. saya yakin bapak jadi presiden @Prabowo08""";1;0;0;1;0
"Berani berfikir berani bermimpi berani bertindak"" ~ Aburizal Bakrie";0;1;0;0;0
@Prabowo08 saya ingin sekali memenangkan gerindra di kota saya dan aktif di gerindra tuk belajar ke masa depan pak;0;1;0;0;0
"liputan6dotcom ditengah krisisnya pemimpin yang adil dan tulus tiba-tiba pak @jokowi_do2  dan pak @basuki_btp  muncull Tuhan masih sayang""";1;0;0;0;0
RT @TrioMacan2000: Harusnya rakyat ini berterima kasih sama dahlan iskan. Akibat janji2 ngasponya itu kita sempat nikmati bahagia karena sd?;0;1;0;0;0
berani bermimpi berani melangkah. -aburizal bakrie..;0;1;0;0;0
"wiranto1947 jngan jual suara anda tp berikan saja kpd org yg anda anggap mampu pimpin indonesia lbih baik @notaslimboy""";0;1;0;0;0
"Jokowi ngapusi Setahun pemerintahan jokowi ahok menuai pujian dan kritikan...kritikan dtg dr ahli tata kota bhw perubahan d jakarta b...""";0;1;0;0;0
"""Berani bermimpi. Berani melangkah"" - Aburizal Bakrie";0;1;0;0;0
"Kalo Pinokio bohong hidungnya panjang ya kayaknya kalo ARB yang bohong dagunya panjang deh..""";1;0;0;0;0
"Berbuat baik baik berbuat jaga amanah amanah dijaga jangan banyak bicara namun banyak bekerja @KPK_RI @SBYudhoyono @mohmahfudmd @MK_RI""";1;0;0;0;0
"Mnding sk ngupil drpd sk nyuri dan sok alim @SiPitung64: nih @jokowi_do2 GUBERNUR BLOON yg suka ngupil.. @lucu_anak http://t.co/hao5u4dwHc""";1;0;0;0;0
"PartaiHANURA @wiranto1947 yg utama Hatinya tulus berahklak baik.""";1;0;0;0;0
"Berani bermimpi  Berani melangkah  Berani bertindak ! (Aburizal bakrie-SMK Bisa) (y)""";0;1;0;0;0
"Bnar skali kata Prof Mahfud MDmmg koruptor komplit dri smua kalangan krn Org baik krn moral baikorg brmoral akn malu jika brbuat salah.""";1;0;0;0;0
@mohmahfudmd yg penting smuanya bisa memegang kepercayaan dan teguh menjalankan amanah;1;0;0;0;0
"""@despar54:ICAL Bentuk Komunis dg bungkus Kapitalis , rasa Demokratis bumbu masa lalu @masbedjo @wibag @Windy146 @PANASDINGIN13l @jadulfe78""";1;0;0;0;0
"mohmahfudmd niatkan diri untuk menjadi pemimpin yg amanah bijak sana dan dapat dipercaya prof...""";1;0;0;0;0
"inawhite @Prabowo08 berjuang untuk indonesia yg lebih baik .adilmandiri dan berdaulat:-)""";1;0;0;0;0
RT @ekokarno: Hanya kepada Bpk Prabowo Subiyanto,Joko Widodo lah kami Rakyat kecil menggantungkan asa tuk menjalani kehidupan yg lebih baik?â€ºÆ’?Âª??;0;1;0;0;0
Sutiyoso Puji Kinerja Jokowi-Ahok dalam Setahun Ini: Kepemimpinan Provinsi DKI Jakarta di bawah Joko Widodo (J... http://t.co/gBGfBaH3Dy;0;1;0;0;0
"HBD Mr Prabowo Subianto sukses selalu semggo ALLAH swt melindungi Bapk dalm segala aktfits. Amin""";0;0;0;0;0
"Seperti kata Aburizal Bakrie : jika mau sukses harus berani bermimpi dan berani melangkah !!""";0;1;0;0;0
Selamat ulah tahun bapak Prabowo Subianto semoga panjang umur , selalu sehat agar jadi RI-1 spaya NKRI jadi  Macan Asia tahun 2014. Amiiin;0;0;0;0;0
HBD ketum HKTI Prabowo Subianto semoga sehat n sukses selalu(17/10/1951-2013) dari ketua DPD HKTI LAMPUNG @mirzadjausal cc @Prabowo08;0;0;0;0;0
Harus berani bermimpi dan harus berani melangkah kata pak @aburizalbakrie;0;1;0;0;0
