content;integritas;kapabilitas;empati;akseptabilitas;kontinuitas;;;;
"wiranto1947 pak bila Anda mencalonkan diri dgn pak hary tano Sya yakin kmnangan akan jauh di depan mata apa lagi anda satu partai""";-1;-1;-1;0;-1;;;;
" Ini TV Satu promosiin ARB mulu... Ngurus lumpur aja ga becus apalagi ngurus negara -..-""";-1;0;-1;-1;-1;;;;
Mau tahu seperti apa kebohongan Wiranto tntang reformasi follow)AdianNapitupulu;0;-1;-1;-1;-1;;;;
Amien Rais Sebut Jokowi dan Prabowo Sosok Presiden Idaman http://t.co/7VVCdElaCt #IDbdg1JutaFollowers;1;-1;-1;-1;-1;;;;
Effendi : Jokowi Bukan Politisi Sejati http://t.co/gE54xvmwBq;0;-1;-1;-1;-1;;;;
@Metro_TV saya menolak keras surya paloh capres terlalu ambisius dan obsesif brutus;0;-1;-1;0;-1;;;;
"Hatta Rajasa Capres Amien Rais: PAN Harus Realistis - """"Terima kasih doanya. Partai memang sudah memutuskan begitu... http://t.co/mM2QUujGHz""";-1;-1;-1;1;-1;;;;
disinilah letak kelemahan dr calon yg sdh poluler macam Prabowo dan Wiranto;-1;0;-1;-1;-1;;;;
Makasih @AjiTriWikongko: Hebat ini Oase Ramadhan @Metro_TV diisi oleh bapak @komar_hidayat & bapak Jusuf Kalla.;1;-1;-1;-1;-1;;;;
asik sekali. kayaknya nama dibelakang itu sebagai bentuk dukungan dari Mahfud MD :D @Budy_Sugandi;1;-1;-1;-1;-1;;;;
Bapa mentri dahlan iskan itu karismatik bgt :')));1;-1;-1;-1;-1;;;;
"sorry spam) Survei Jumhur Lebih Populer Dibandingkan Mahfud MD  Kok Bisa?: Pemerhati Pemilu dar... http://t.co/A3lcOOGpqg keep smile :)""";1;-1;-1;-1;-1;;;;
"Artiny  saingan Aburizal bakrie :D ""@herossitanggang: @vinnapramidita saya mah Koruptor Sukses :D RT""";0;-1;-1;-1;-1;;;;
"Bgtu jg sosok bersih pak Mahfud MD  silahkan anda dukung penuh sbg Capres atau Cawapres 2014  krn Beliau jg mampu selamatkan NKRI.""";-1;1;-1;-1;-1;;;;
Bpk capres wiranto ko skrng kurus yaa?;-1;-1;-1;-1;-1;;;;
"iskan_dahlan Pak  moga bisa maju jdi Capres yah bareng @jokowi_do2 ... Amin""";1;-1;-1;-1;-1;;;;
ayoo dukung aburizal bakrie jadi pemimpin :D;-1;-1;-1;1;-1;;;;
Said Aqil: Hatta Rajasa Cocok Ikut Capres 2014 http://t.co/NyNBVe3D9E;-1;-1;-1;1;-1;;;;
@Gerindra Menang Prabowo Subianto presiden RI;-1;-1;-1;1;-1;;;;
"Mendidik dan memberi contoh ke bawahannya donk. Liat Jokowi deh yg rendah hati... hati2 deh hambalang msh open. Emang enak digunjing org?""";1;-1;-1;-1;-1;;;;
Lulung: Jokowi Lebih Paham Ketimbang Ahok http://t.co/sfvWaw4kOp;-1;1;-1;-1;-1;;;;
"Skurlah muda2han ayahnda mendukung bpk prabowo subianto utk menuju capres 2014 ayahnda jg tahu klw bpk prabowo putra terbaek bangsa utk 2014""";1;-1;-1;-1;-1;;;;
"@ardyyudha_ @sajufermata mohon maaf lahir batin untuk Pak Surya Paloh &amp; Pak Jusuf Kalla. Semoga jadi pemimpin yang baik untuk Indonesia ya.";1;-1;-1;-1;-1;;;;
Hatta Rajasa Menteri Goblok..!!;0;-1;-1;-1;-1;;;;
Surya Paloh sm Harry Tanoe itu sampe nyewa patwal kemana dia pergi. Pengawal yg lebay. Biar kliatan kalo dia pemimpin.;0;-1;-1;-1;-1;;;;
"Gw sangat berharap Surya Paloh bisa naek jadi presiden selanjutnya dia leader tipe petarung bukan petaring  http://t.co/76lkpyNDDm""";1;-1;-1;1;-1;;;;
@sartiam bajak wiranto bejat;0;-1;-1;-1;-1;;;;
Sudah follow Mahfud MD tweet2nya enak dibaca selayaknya tokoh panutan yang pantas difollow .;1;-1;-1;-1;-1;;;;
"Mungkin itu salah 1 faktor kenapa Pak Wiranto gagal saat pilpres 2004 2009 &amp masih penasaran ingin jadi Presiden RI sampai sekarang. :)""";-1;-1;-1;-1;-1;;;;
"iskan_dahlan Pak Dahlan klo duet capres karo Jokowi psti menang I408Ayo nyapress cak :D""";-1;-1;-1;1;-1;;;;
Pasangan yang cocok jd capres cawapres tahun depan menurut saya ya bpk.Mahfud MD dan bpk Dahlan Iskan.. Moga aja mereka berdua di pasangkan.;-1;-1;-1;1;-1;;;;
"iskan_dahlan pa sudah mulai bertugas lagi ya.........tunjukan prestasi bapak ya....agar bisa jd capres 2014""";1;-1;-1;-1;-1;;;;
@Pak_JK haiii Pak Jusuf Kalla saya mendukung bapak! Untuk menjadi CAPRES 1945! Hidup Pak Jusuf Kalla!;-1;-1;-1;1;-1;;;;
"Gerah sendiri gua mikirin CAPRES 2014 . ~ Engga ada yang bikin simpati  mending juga pak Hatta rajasa kali yyah 'Coba ajah bisa ikut milih""";-1;-1;-1;1;-1;;;;
surya paloh ini kayak orang jahat;0;-1;-1;-1;-1;;;;
"Karena mekanisme pencalonan Capres hny melalui Parpol dg syarat2 tertentu maka Jokowi bisa sj gagal dicapreskan .""";-1;-1;-1;-1;-1;;;;
Ada SBY yg makin useless. Ada Prabowo yg ga ngarep jadi Presiden. Ada Mega yg serakah. Ada Paloh yg muka 2. Ada-ada aja kandidatnya~;0;-1;-1;-1;-1;;;;
" Untung muncul sosok seperti Jokowi dan Mahfud MD ... Yg sampe saat ini terbukti jujur bersih dan bersahaja.""";1;-1;-1;-1;-1;;;;
"Lihat iklan surya paloh ini najiiss bgt yak banyak boongnya janji palsu!""";0;-1;-1;-1;-1;;;;
Iklan Wiranto-HT adl wujud nyata ketidak jujur an dlm diri mereka secara telanjang mll publisitas besar-besaran. Belum jadi sdh tidak jujur!;0;-1;-1;-1;-1;;;;
"Wiranto mata duit ya? Kok HT bru masuk langsung dikasih cawapres? RT)TrioMacan2000: Tokoh penipu dan ... m.tmi.me/16fEx8""";0;-1;-1;-1;-1;;;;
"Iklannya Surya Paloh di Metro TV jelek banget ya. Iya !""";-1;-1;-1;-1;-1;;;;
"ahh common sense! hahaha ^^b RT @rjbang: biar keliatan bodonya saingan si surya paloh :))""";0;-1;-1;-1;-1;;;;
Hidup surya paloh :))) RT @JRX_SID: 1. Thanx sdh nonton liputan #BaliNotForSale di @metrorealitas Metro TV ... http://t.co/8iydGwKqIS;1;-1;-1;-1;-1;;;;
"Kaya'nya pak Jusuf Kalla Saja Tidak datang Hari Ini.. Semua Petinggi Toyota HK ada di Bengkel.. Harii Inii :D""";-1;-1;-1;-1;-1;;;;
kalo menurut saya pak prabowo sosok pemimpin yg cakap yg sudah terbukti luar dalam ;-1;1;-1;-1;-1;;;;
Duh bpk yang satu ini Pede bgt bs jd presiden (?_?'!l) #ARB;0;-1;-1;-1;-1;;;;
Alasan Indonesia bisa lolos dr krisis ekonomi taun 2008 adalah karena... ... Ada Jusuf Kalla. :P;-1;1;-1;-1;-1;;;;
Perihatin ama keadaan negara sekarang semoga prof Moh Mahfud MD jadi presiden di 2014 nanti. #Aamiin;-1;-1;-1;1;-1;;;;
RT @BangSaidJempol: selamat datang Ibu Megawati Soekarno Putri di Kampanya Akbar Koalisi Rakyat Bersatu #KaReB #J3MPOL #Perubahan;-1;-1;-1;-1;-1;;;;
"Semoga Presiden Tahun 2014 itu Ibu Megawati karna Bu Mega mempunyai karakter yang sama seperti ayah nya Ir. Soekarno .""";1;-1;-1;1;-1;;;;
"Ketika ada pemimpin perempuan keturunan Soekarno ternyata dikatakan LEMBEK dan INCREDIBLE oleh rakyat Indonesia (Megawati ) @TrioMacan2000""";0;-1;-1;-1;-1;;;;
Mendukung sepenuhnya Pak PRABOWO SUBIANTO go to RI 1...;-1;-1;-1;1;-1;;;;
"Megawati ingatkan masyarakat Jawa Timur hindari politik uang: Ketua Umum DPP PDI Perjuangan Megawati Soekarno... http://t.co/zJcfONad2V""";-1;1;-1;-1;-1;;;;
"RT @ramdani_191: Jokowi payah. gelar konser aja bisa diGBK giliran gelar pertandingan Persija VS Persib ga bisa !! #ToT""";0;-1;-1;-1;-1;;;;
Dicintai Rakyat Modal Besar buat Jokowi menjadi Presiden RI 2014 mendatang http://t.co/IkDiS5zWnD;1;-1;-1;-1;-1;;;;
"VIDEO: Jokowi Marah Damprat Wartawan di Balaikota ??? http://t.co/2jjfoSIiAA ??? @jokowi_do2 @basuki_btp @SBYudhoyono @Metro_TV@rieke_diah""";0;-1;-1;-1;-1;;;;
"Semakin hari Hatta Rajasa semakin tidak jujur. ""@UdelJogya: Percaya Amin Rais. ""@nazarsjamsuddin: Hatta Rajasa bilang ekonomi RI berkembang""";0;-1;-1;-1;-1;;;;
ternyata pak wiranto pandai melawak;1;-1;-1;-1;-1;;;;
 Hahaha...ada yg bilang Dahlan Iskan jujur apa adanya...meh;1;-1;-1;-1;-1;;;;
"Sak Karepmu SBY si Aburizal Bakrie mau jadi President.suruh urus sono Lapindo? Sidoarjo Hancur Ulahnya Allah saja Muak liat Orang Munafik!""";0;0;-1;-1;-1;;;;
Rektor UGM Bangga Jokowi Jadi Kandidat Kuat Capres 2014 republika.co.id/r/ms8atv;-1;-1;-1;1;-1;;;;
@Pak_JK setuju dengan alasan @mohmahfudmd u/ batal konvensi #Capres Demokrat. Yg pasti alasan Prof. Mahfud MD mundur bukan karena hal MALU.;0;-1;-1;-1;-1;;;;
"Mahfud MD tolak undangan konvensi Partai Demokrat | Hmmm pilihan bijak orang bijak #2x2=4""";-1;1;-1;-1;-1;;;;
"Putusan bijak batal ikut konvensi PD~~Mahfud MD Tidak Jadi Ikut Konversi PD PKB Senang dan Bahagia http://t.co/oGUE1CCzoT""";-1;1;-1;-1;-1;;;;
"Langkah bijak Bpk. Mahfud MD mundur dari konvensi partai demokrat sukses pak menuju RI 1""";-1;1;-1;-1;-1;;;;
RT  @nabawiadotcom: 'Jangan Pilih Wiranto-Hary Tanoe Jika Tak Hentikan Miss World'  dlvr.it/3ttl4V  |@nabawiadotcom;-1;-1;-1;0;-1;;;;
@PRFMnews presiden Prabowo dengan wakil Sutiyoso . Prabowo mempunyai ketangguhan dan ketegasan. Sutiyoso penopang untuk Prabowo;1;-1;-1;-1;-1;;;;
"falla_adinda aku terngefans sama Mahfud MD dan Pak Gita ganteng muda bersahaja""";1;-1;-1;-1;-1;;;;
"Prabowo-ARB atau ARB-Prabowo? tidak cocok :) ""@Ahok_BasukiTP Berbagai Survei menyebutkan bahwa elektabilitasnya hanya berkisar dibawah 10%";0;-1;-1;-1;-1;;;;
"RT @andikayunani: Bukti pemimpin gak amanah cuma ngejar kekuasaan @teh_tariq Bukan gak konsisten tp yg dorong2 kan masyarakat? @jokowi_do2""";0;-1;-1;-1;-1;;;;
@teh_tariq @Caleg_Bersih @andikayunani @jokowi_do2 .... seperti pohon di terpa angin. gak pnya pendirian;0;-1;-1;-1;-1;;;;
"Diikuti 30jt follower golput ""@kompasiana: PDIP Capreskan Jokowi Saya Tobat Dari Golput http://t.co/umuzPcsNSH""""""";-1;-1;-1;-1;-1;;;;
Gak heran gw kalo orang udah kaya sedikit aja sombong nya kalah tuh aburizal bakrie. Hfft human..;0;-1;-1;-1;-1;;;;
 Wiranto sama hary tanoe kok ya di shoot trus. Muak;-1;-1;-1;-1;-1;;;;
"#SahabatBEN Prabowo merupakan sosok yang tegas jujur tidak peragu bersih tidak korupsi dan mempunyai sikap nasionalisme yang jelas.""";1;-1;-1;-1;-1;;;;
MUI: Jangan pilih Wiranto-HT !ow.ly/oGgn6;-1;-1;-1;0;-1;;;;
"Tidak Becus Urus BUMN Dahlan Iskan Diomeli Anggota DPR: selaluonline.com/detail-18158-t?""";-1;0;-1;-1;-1;;;;
Coba klo ARB bermasalah @tvOneNews mau bersikap seperti biasanya gak ya? Paling2 yo lembek.;0;-1;-1;-1;-1;;;;
Payah LOE mentri RT@Metro_TV: Hatta Rajasa: 300 Ribu Ton Kedelai segera Digelontorkan bit.ly/13GUlSf;0;-1;-1;-1;-1;;;;
 Iklannya ARB makin lama makin munafik aja.;0;-1;-1;-1;-1;;;;
"Kalo Aburizal Bakrie ya sejarahnya ga bagus. Namanya semakin jelek setelah ada dana APBN untuk lumpur Lapindonya. Yg ada jd makin kaya bgt.""";0;-1;-1;-1;-1;;;;
"Di media inggris ARB sempat disebut calon presiden yang merupakan pengusaha yg kurang populer..""";0;-1;-1;-1;-1;;;;
"Tapi Megawati sudah kalah di 2004 dan 2009 bisa dibilang sudah jelas bahwa masyarakat menginginkan calon muda yang memiliki kapabilitas""";0;0;-1;-1;-1;;;;
"SBYudhoyono itu sekutunya si ARB pantesan cuek sama #MissWorld2013 !parahhh presiden lembek K463bisanya curhat ama ngambek!Cuco cyn""";0;-1;-1;-1;-1;;;;
"Wong jdi mentri aja ?g?k becus.. Ya nggak ya nggak..""@Beritasatu: Hatta Rajasa Peringkat Pertama Capres Versi Jajak Pendapat Nonstop";-1;0;-1;-1;-1;;;;
"tugas bapak gak becus malah main sinetron!)kapanlagicom kplg.co/zF6s Main Sinetron Dahlan Iskan Berharap Tidak Ada Komplain""";-1;0;-1;-1;-1;;;;
"Salah satu tulisan cerdas bpk. Jusuf Kalla :) -&gt; http://t.co/tlQwatIEmT";1;-1;-1;-1;-1;;;;
"Beritasatu. Mereka itu golkar semua! Surya paloh kan mantan petinggi golkar gak aneh ...""";-1;-1;-1;-1;-1;;;;
"ecarlia Amin ! Jgn kayak aburizal bakrie ah harus lebih baik dari dia. haha sukses juga buat lo ya makasih ma best !""";0;-1;-1;-1;-1;;;;
"Orang Sukses itu ""Berani Berpikir Berani Bermimpi Berani Bertindak"""" - Aburizal Bakrie""";1;-1;-1;-1;-1;;;;
Gerindra=5+1=6. Tegas adil bijaksana dan berkarakter = Prabowo Subianto;1;-1;-1;-1;-1;;;;
"Sejumlah kiai se-Jawa mendukung pencapresan Mahfud MD. Mereka menilai mantan ketua MK itu jujur adil cerdas... http://t.co/hP5p5VWcWd""";1;-1;-1;1;-1;;;;
"Sumpah gue muak liat iklan Wiranto-Hary Tanoe ini. Mosok MNC Group masih gak mau ngaku kalau dipakai sebagai alat kampanye sih?""";-1;0;-1;-1;-1;;;;
"Muak juga liat iklan wiranto-ht bekas supir gw terpaksa brenti di rcti pas rcti di ambil alih ama ht gara2 sistemnya jd outsource""";-1;0;-1;-1;-1;;;;
Kita berjuang utk gabungkan partai2 sbg mendukung. val_stevano: @Gus_Sholah Sy salut anda mendukung Mahfud MD sayang Partai pndukung blm ada;-1;-1;-1;1;-1;;;;
Wakil Rektor Unpas Bandung Nilai Dahlan Iskan Sosok Panutan http://t.co/jE6ZVZzKG1 #DahlanIskan @iskan_dahlan @mediacenterDI @shechiel;1;-1;-1;-1;-1;;;;
Siap mendukung mu pak :) RT @WorldStory_ Hatta Rajasa jadi capres PAN sudah fina;-1;-1;-1;1;-1;;;;
Salut untuk Cak @mohmahfudmd RT@kompascom: Mahfud MD Tak Ingin Jadi Penguasa http://t.co/eJJUiNqdzJ;1;1;-1;-1;-1;;;;
tdk ada masalah bila utk kebaikan toh Pak Wiranto bekerja keras lebih maju menyiapkannya dirinyi..insyallah @Him_NK: @PROREPUBLIK WIRANTO.?;1;-1;-1;-1;-1;;;;
"prabowo subianto adlh org yg berpotensi dan jg berwibawa semoga sukses ya bapak'ku""";1;-1;-1;-1;-1;;;;
"Semua partai Islam &amp; beberapa partai Nasionalis berkoalisi dukung tokoh cendikiawan Muslim bapak Mahfud MD menjadi Presiden #Salut";-1;-1;-1;1;-1;;;;
"1.Siapa yg tk kenal sosok yang satu ini Mahfud MD.Ketika menjadi Ketua Makamah Konstitusi (MK) figurnya memikat krn tegas/ jujur/ adil.""";1;-1;-1;-1;-1;;;;
Dukung Pak Hatta Rajasa ah pasti bakal jadi capres yg berpihak dgn rakyat;-1;-1;1;1;-1;;;;
"Tak hanya para kiai se-Jawa yang berharap majunya Mahfud MD sebagai calon presiden akan berlangsung sukses http://t.co/YOninQ5ZBa""";-1;-1;-1;0;-1;;;;
"Jawaban cerdas dari Pak JK :) :D =&gt; Bagaimana Jika Presiden dari Non-Islam? Ini Jawaban Jusuf Kalla #indonesia http://t.co/0Hp2JiJ5dk";-1;1;-1;-1;-1;;;;
"Jawaban yg CERDAS! (Y) &gt;&gt; Bagaimana Jika Presiden dari Non-Islam? Ini Jawaban Jusuf Kalla #indonesia: http://t.co/2wgcCXkSVx";-1;1;-1;-1;-1;;;;
Jokowi termasuk yang paling mengena di hati rakyat karena dinilai bersahaja komunikatif tegas konkret dan amanah jujur;1;-1;-1;-1;-1;;;;
"16. Prabowo Subianto. Gerindra. Punya share of voice bagus di berbagai survey. Cocok ngontrol demokrsi yg kian bablas. Wait Tegas/Otoriter?""";-1;1;-1;-1;-1;;;;
AYO DUKUNG! ?  @voaislam Gerakan @AntiMiras_ID Terus Desak Jokowi- Ahok Terbitkan Perda Anti Miras http://t.co/txg9BkZTeC;-1;1;-1;-1;1;;;;
"Harapan untuk ibu pertiwi tdk bersedih lagi dukung jokowi-ahok!!!! ( baca twit @kurawa)""";-1;-1;-1;1;-1;;;;
"Ayo dukung Jokowi Biar biar kontroversi hati dan konspirasi kemakmuran bisa teratasi. hahaha :D #jokowipresiden2014""";-1;-1;-1;1;-1;;;;
Saya dukung 100% kalau Jokowi mau ngeluarin PERDA utk mengkriminalisasi orang Jakarta yang naik atau membeli mobil pribadi. #Dukungggggg!!!!;-1;-1;-1;1;1;;;;
RT @kompasiana: Rame-rame Dukung Jokowi yang Galau http://t.co/RWykPdOB2l;-1;-1;-1;1;-1;;;;
"Di TL byk yg ngeluh soal kinerja PLN yg buruk dikrnkan seringnya pemadaman listrik di berbagai daerah bagaimana Pak Menteri @Iskan_Dahlan?""";-1;0;-1;-1;-1;;;;
RT @asalim30: 27. Tapi setiap hari justru akun @TrioMacari2000 cs justru membidik pejabat2 jujur sperti @iskan_dahlan dan Jokowi. Mengapa?;1;-1;-1;-1;-1;;;;
"Oya?""@HerdianaRana: @imutcantika_ @Presiden2014com @NasDem @ImutCantika Liat aja Ide2 cerdas pa surya paloh untuk membangun bangsa sangat";-1;1;-1;-1;-1;;;;
@TrioMacan2000 wiranto skrg lbh pencitraan ya can;0;-1;-1;-1;-1;;;;
Emg kaya tp cmn buat para pejabat korup @cumbong: Makin hari makin amburadul. Ini y negara yg katany kaya itu @karniilyas @iskan_dahlan;0;-1;-1;-1;-1;;;;
@Prabowo08 @sidkisaputra selamat sukses dan siap kpd bpk prabowo subianto untuk maju jadi CAPRES saya bp.karna dari cikarang mendukungmu pak;-1;-1;-1;1;-1;;;;
"AUDIT BPK BUKTIKAN Inefisiensi PLN Rp375 Triliun @iskan_dahlan KORUP atau GOBLOK !  @mss_apasaja  @WJB__ @e_permadi http://t.co/xCp8YZ9BqR""";0;-1;-1;-1;-1;;;;
mohmahfudmd maju jadi presiden pakwakilnya pak dahlan klo kg jusuf kalla;-1;-1;-1;1;-1;;;;
Gaya Blusukan Jokowi Jadi Panutan Caleg PKB http://t.co/NPMG0KyPK6;-1;1;-1;-1;-1;;;;
"bru tau korup?capcay lah "" @TrioMacan2000 Kita lanjutkan sedikit lagi mengenai korupsi @iskan_dahlan cs di PLN ya...yg total rugikan negara";0;-1;-1;-1;-1;;;;
Yg pasti saya ingin masy cerdas dlm menilai sosok seseorang. Dahlan Iskan itu bkn org baik. #CapresKorup;0;-1;-1;-1;-1;;;;
@SBYudhoyono @iskan_dahlan @aniesbaswedan pasangan D.I.A.N ( Dahlan Iskan-Anies Baswedan) Cerdas dan Jujur.;1;-1;-1;-1;-1;;;;
@bayuesd @emirsukma @adhityantoro mari ngene ARB Wiranto Megawati ngetwit pencitraan kabeh;0;-1;-1;-1;-1;;;;
"Megawati Soekarno Putri bagaimapun reputasi yg terbentuk mengenai dirinya beliau tetaplah sosok wanita tegas cerdas dan berani. Langka.""";1;-1;-1;-1;-1;;;;
"Megawati jg berperan menunjukkan kapabilitas perempuan utk memimpin. Memimpin adalah jiwa dan gender bukan penghambat jiwa tsb berkembang.""";-1;0;-1;-1;-1;;;;
"Hary_Tanoe betul pak maju truzz salam sama wiranto jln terus.anda dan wiranto salah satu yg terbaik dinegeri.""";1;-1;-1;-1;-1;;;;
"RT @inayatullah_has: 7. Hatta Rajasa? | terus terang aku ragu HR serius nyalonin? #capres""";-1;0;-1;-1;-1;;;;
@sasmitaudin @Indopolitica Siapa dulu pemimpinya yang cerdas dan Giat bapak surya paloh dong Jago nya..;-1;1;-1;-1;-1;;;;
"Payah Aburizal Pimpin Partai Kayak Pimpin Perusahaan: Aburizal Bakrie lupa bahwa Partai Golkar adalah partai ... bit.ly/18QJdQF""";-1;0;-1;-1;-1;;;;
Cara Jokowi-Ahok buat orang malas beli mobil murah: Jokowi dengan tegas menolak program pemerintah pusat soal ... http://t.co/ofhYDOfTQ4;-1;1;-1;-1;1;;;;
andai Pak Habibie dan Pak Jusuf Kalla menjadi pasangan capres-cawapres. saya dukung 100%;-1;-1;-1;1;-1;;;;
kalau pak jokowi jadi cpres saya sangat setuju.orang nya bersaja mau berbaur sama masyarakat tegas.....;1;-1;-1;1;-1;;;;
Jokowi-Ahok sprti tidak kehabisan program untuk Jakarta. Inilah model baru kepemimpinan : Pemimpin yg melayani dan anti birokrasi rusak.;-1;0;-1;-1;-1;;;;
2013Cerita lama perlawanan warga saat hendak ditertibkan kembali terulang di Waduk Ria Rio. Dengan tegas menyebut Jokowi ingkar janji...;0;-1;-1;-1;-1;;;;
"Ini Peringkat Popularitas Capres di Dunia Maya: Jokowi jauh mengungguli Dahlan Iskan Megawati dan Hatta Rajasa. http://t.co/5QEQ21LSGx""";1;-1;-1;-1;-1;;;;
@auliafadhil ini baru top. saya dukung jusuf kalla (y);-1;-1;-1;1;-1;;;;
"Menurut Sosial Media Elektabilitas Aburizal Bakrie Paling Rendah brt.st/1BnM""";0;-1;-1;-1;-1;;;;
Saya sangat pro sekali dengan pendapat ketua DPR RI Bapak Marzuki Alie Mengenai Pedebatan Mobil Murah yg mnjadi... http://t.co/WvdAkEqhyc;-1;-1;-1;-1;-1;;;;
@Jokowi_ID selamat pagi pak. Semangat pagi pak.;-1;-1;-1;-1;-1;;;;
@Jokowi_ID selamat pagi pak.. sabar2 menghadapi warga jakarta.. beda bngt ya sm org solo  :) tetap semangat pak;-1;-1;-1;-1;-1;;;;
Dahlan Iskan Ungguli 10 Peserta Konvensi - Tribun Manado http://t.co/prFBOuSo6h via @Tribun_Manado #DahlanIskan;-1;1;-1;-1;-1;;;;
"iskan_dahlan kapan ada pemimpin yang bisa merubah pola pikir bangsanya supaya bisa maju K521jujur cerdas tapi tetap bersahaja dlm berlaku.""";1;-1;-1;-1;-1;;;;
 Prabowo calon kuat Presiden 2014 pic.twitter.com/cUAG4giv96;-1;-1;-1;-1;-1;;;;
@Dahlan iskan:Jawaban2 yg bersahaja tapi cerdas.salut.;-1;1;-1;-1;-1;;;;
Alhamdulillah... yang ditangkep bukan Mahfud MD. Beliau itu idola dan panutan saya soalnya... :);1;-1;-1;-1;-1;;;;
Salut sama perjalanan hidupnya dahlan iskan;1;-1;-1;-1;-1;;;;
Salut sama Mahfud MD :D;1;-1;-1;-1;-1;;;;
"Jokowi Ahok yang tidak toleran bukan warga. #JAHITAHOK BY:)MAFIATANAHABANG chirpstory.com/li/160136""";-1;-1;0;-1;-1;;;;
"Siap2 ketemu Pak Jusuf Kalla idola berat istriku :))""";1;-1;-1;-1;-1;;;;
Padahal jamannya MK dipimpin Mahfud MD rasanya berwibawa sekali.;1;-1;-1;-1;-1;;;;
"Mahfud juga payah:( RT @detikcom: Soal Akil Jimly Persoalkan Kerja Mahfud MD de.tk/Fx1uh""";-1;0;-1;-1;-1;;;;
Mahfud MD Tak Pantas Masuk Majelis Kehormatan MK?: Mahfud MD dinilai tidak pantas menjadi anggota Majelis Kehormatan MK. [...];0;-1;-1;-1;-1;;;;
Bung Hatta..JKalla..Mahfud MD..Jimly A...Martin Natalegawa...emm spa lg y??? Tnyta mang sdkit y tokoh yg jd panutan..kmh ath indonesia...;1;-1;-1;-1;-1;;;;
"Tadi pagi saat acara senam bareng pak Dahlan Iskan beliau sempat goyang caesar juga salut deh sama bapak :)""";1;-1;-1;-1;-1;;;;
"Kalau pendiri Partai Hanura paham cara memebersihkan hati: pasti dia menang karena diantara Jenderal yg sy temui pak wiranto paling sopan""";1;-1;-1;-1;-1;;;;
"perjuangan pak hatta rajasa tiada pernah berhenti demi kemajuan ekonomi Indonesia. Salut buat pak Hatta Rajasa... RT @sahabathattaHatta...""";1;1;-1;-1;-1;;;;
Salut bgt sama pak Dahlan Iskan seorang Mentri yg mau Nonton Laga Indonesia di kelas tribun paling atas (y);1;-1;-1;-1;-1;;;;
 Riwayat Hidup Jusuf Kalla yang Bersahaja fb.me/6xhwzZ5V8;1;-1;-1;-1;-1;;;;
RT cepat tanggap dn tegas. @manado_id: Surya Paloh Pecat Caleg NasDem Yang Konsumsi Sabu http://t.co/dS0fGcPIUm  #Nasional #Manado;1;1;-1;-1;-1;;;;
@Adhit_Android hatta rajasa sekarang mah.kemaren2 caleg DPR asal jabar....penting banget :|;-1;-1;-1;-1;-1;;;;
"Andai Ibu Megawati tdk maju lagi sbgai capres 2014 ganti saja sama mbak Puan Maharani+Prananda. Jd trah pak Soekarno semakin kuat. Semoga.""";1;-1;-1;-1;-1;;;;
 Terkadang Aburizal Bakrie ini terlihat tolol!;-1;0;-1;-1;-1;;;;
"""Surya Paloh Sang 'Diktator' Nasdem - Bag. 1"" by @PartaiSocmed http://t.co/7YynPpfiX1";0;-1;-1;-1;-1;;;;
@pipit_yellow46 @iskan_dahlan Mungkin saat itulah awal reformasi babak ke-2 dimulai. Kali ini mdh2an hasilkan pemimpin bersih dn berani!;1;-1;-1;-1;-1;;;;
"Maju dan Bersih No salah satunya  . Oleh: Dahlan Iskan Menteri BUMN http://t.co/M7n5hQnoPR""";1;-1;-1;-1;-1;;;;
"Pak @SBYudhoyono @Dipoalam49 @hatta_rajasa Dorong Proses Penegakan Hukum Korupsi 376 T di PLN oleh @iskan_dahlan cs http://t.co/3Ow4Wt2xsy""";-1;0;-1;-1;-1;;;;
"kalau Profesional Bersih dan Peduli pak? RT @detikfinance: Dahlan Iskan: Maju dan Bersih No Salah Satunya http://t.co/gTCuFD6png""";-1;1;-1;-1;-1;;;;
"Dahlan Iskan: Maju dan Bersih No Salah Satunya http://t.co/iF1jeBuIOU lewat @detikfinance""";-1;1;-1;-1;-1;;;;
pak JK cerdas juga ya.. jwb pertanyaan begini pake logika :).. atiati pk nti pejuang #toleransi nikung bapak ^.^V .. http://t.co/BRvkUlOjnU;-1;1;-1;-1;-1;;;;
"Wah ga inget kata jusuf kalla lebih cepat lebih baik bro...RT @wikearindaputri: ultahnya belum-- (cont) http://t.co/xLXxvwKMxS""";-1;1;-1;-1;-1;;;;
"Santai saja Pak @mohmahfudmd || Dituduh Pernah Terlibat Kasus Mahfud MD Tertawai Jimly http://t.co/rUUHw5tQGr lewat @liputan6dotcom""";0;-1;-1;-1;-1;;;;
Begitu rapi bus damri soetta TANPA ALAT KAMPANYE si @GWirjawan dan @iskan_dahlan lebih bersih dan enak di pandang gmana sih ni @damripusat!;-1;1;-1;-1;-1;;;;
"5. Sptnya tak adil jk Jokowi hrs mjd Jokotiiit maka lainnya DI hrs jd Dahlan Istiiit dan Mahfud MD mjd Mtiiit #iklancapres""";0;-1;-1;-1;-1;;;;
"Nonton TV Berita Satu makin tidak pantas Mahfud MD nyapres :)""";-1;-1;-1;0;-1;;;;
